Title,URL,Category,Sub-Category,Level,Skills,Site
Getting Started With Application Development,https://www.coursera.org/learn/getting-started-app-development?specialization=developing-apps-gcp,Computer Science,Software Development,,"Cloud Storage,Data Store,Google Cloud Platform,Cloud Computing,",Coursera
Managing an Agile Team,https://www.coursera.org/learn/uva-darden-agile-team-management?specialization=agile-development,Computer Science,Design and Product,,"agile product management,Agile Software Development,backlog management,Kanban,XP,",Coursera
Organisational behaviour: Know your people,https://www.coursera.org/learn/organisational-behaviour-know-your-people?specialization=hr-management-leadership,Business,Leadership and Management,,"Motivation,Diversity and Inclusion,Communication,Human Resources (HR),",Coursera
What is Data Science? ,https://www.coursera.org/learn/what-is-datascience?specialization=ibm-ai-foundations-for-business,Data Science,Data Analysis,,"Data Science,Deep Learning,Machine Learning,Big Data,Data Mining,",Coursera
Managing Debt,https://www.coursera.org/learn/managing-debt?specialization=personal-finance-fundamentals,Personal Development,Personal Development,,"Refinancing,Personal Finance,Credit Card Debt,Money Management,Mortgage,",Coursera
Animation with JavaScript and jQuery,https://www.coursera.org/learn/animation-javascript-jquery?specialization=javascript-beginner,Computer Science,Mobile and Web Development,,"Jquery,JavaScript,animations,",Coursera
Summary Statistics in Public Health ,https://www.coursera.org/learn/summary-statistics?specialization=biostatistics-public-health,Health,Public Health,,"Statistics,Normal Distribution,summary measures,binary data,",Coursera
Bayesian Statistics: Mixture Models,https://www.coursera.org/learn/mixture-models?specialization=bayesian-statistics,Data Science,Data Analysis,,"Markov Model,Bayesian Statistics,Mixture Model,R Programming,",Coursera
CUDA Advanced Libraries,https://www.coursera.org/learn/cuda-advanced-libraries?specialization=gpu-programming,Computer Science,Algorithms,,"Data Science,Artificial Neural Network,Machine Learning,C++,Linear Algebra,",Coursera
Apply Generative Adversarial Networks (GANs),https://www.coursera.org/learn/apply-generative-adversarial-networks-gans?specialization=generative-adversarial-networks-gans,Data Science,Machine Learning,,"Pix2Pix,Image-to-Image Translation,CycleGANs,Convolutional Neural Network,Privacy Preservation,",Coursera
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced?specialization=excel,Business,Business Essentials,,"Dashboard (Business),Financial Modeling,Microsoft Excel,Data Cleansing,",Coursera
Competitive Strategy,https://www.coursera.org/learn/competitive-strategy?specialization=competitive-strategy,Business,Business Strategy,,"Strategic Management,Game Theory,Competition (Economics),Strategic Thinking,",Coursera
Introduction to Financial Engineering and Risk Management,https://www.coursera.org/learn/financial-engineering-intro?specialization=financialengineering,Business,Finance,,"Derivatives,Swaps and options,Fixed Income,Binomial Distribution,black scholes model,",Coursera
Integral Calculus and Numerical Analysis for Data Science,https://www.coursera.org/learn/integral-calculus-and-numerical-analysis-for-data-science?specialization=expressway-to-data-science-essential-math,Math and Logic,Math and Logic,,"Singular Value Decomposition (SVD),root-finding,Integrals,Partial Derivative,matrix diagonalization,",Coursera
Term-Structure and Credit Derivatives ,https://www.coursera.org/learn/financial-engineering-termstructure?specialization=financialengineering,Business,Finance,,"model calibration,modeling and pricing Credit Default Swaps,",Coursera
"Writing, Running, and Fixing Code in C",https://www.coursera.org/learn/writing-running-fixing-code?specialization=c-programming,Computer Science,Software Development,,"C Programming,Compiler,Debugging,",Coursera
Brand and Product Management,https://www.coursera.org/learn/brand-management?specialization=marketing-mix,Business,Marketing,,"Customer Experience,Brand Engagement,Product Strategy,Brand Architecture,Brand and Product Management,",Coursera
Infonomics II: Business Information Management and Measurement,https://www.coursera.org/learn/infonomics-2?specialization=business-data-management-communication,Business,Business Strategy,,"strategy,Accounting,Data Analysis,Big Data,Innovation,",Coursera
Data Science with R - Capstone Project,https://www.coursera.org/learn/data-science-with-r-capstone-project?specialization=applied-data-science-r,Data Science,Data Analysis,,"Data Science,R Programming,Data Visualization (DataViz),Linear Regression,Exploratory Data Analysis,",Coursera
Credit Risk Management: Frameworks and Strategies,https://www.coursera.org/learn/credit-risk-management?specialization=risk-management,Business,Finance,,"Credit Analysis,Financial Analysis,credit risk,",Coursera
Introduction to Genomic Technologies,https://www.coursera.org/learn/introduction-genomics?specialization=genomic-data-science,Data Science,Data Analysis,,"Bioinformatics,Statistics,Data Science,Computational Biology,",Coursera
A Complete Reinforcement Learning System (Capstone),https://www.coursera.org/learn/complete-reinforcement-learning-system?specialization=reinforcement-learning,Data Science,Machine Learning,,"Artificial Intelligence (AI),Machine Learning,Reinforcement Learning,Function Approximation,Intelligent Systems,",Coursera
Engineering Project Management: Initiating and Planning,https://www.coursera.org/learn/initiating-planning?specialization=engineering-project-management,Business,Leadership and Management,,"Project Management,Planning,Project Charter,Project Planning,",Coursera
Engineering Practices for Building Quality Software,https://www.coursera.org/learn/engineering-practices-secure-software-quality?specialization=software-development-lifecycle,Computer Science,Software Development,,"Application Security,Software Architecture,Software Testing,Software Design,Software Quality,",Coursera
AI Workflow: Feature Engineering and Bias Detection,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection?specialization=ibm-ai-workflow,Data Science,Machine Learning,,"Data Science,Information Engineering,Artificial Intelligence (AI),Machine Learning,Python Programming,",Coursera
Jazz Improvisation,https://www.coursera.org/learn/jazz-improvisation?specialization=music-education,Arts and Humanities,Music and Art,,"Music Performance,Music,Jazz,Jazz Improvisation,",Coursera
Practical Machine Learning,https://www.coursera.org/learn/practical-machine-learning?specialization=data-science-statistics-machine-learning,Data Science,Machine Learning,,"Random Forest,Machine Learning (ML) Algorithms,Machine Learning,R Programming,",Coursera
Salesforce Basics,https://www.coursera.org/learn/salesforce-basics?specialization=salesforce-fundamentals,Business,Business Essentials,,"Data Management,Cloud Integration,Data Security,Automation,Cloud Computing,",Coursera
3D Reconstruction - Multiple Viewpoints,https://www.coursera.org/learn/3d-reconstruction-multiple-viewpoints?specialization=firstprinciplesofcomputervision,Computer Science,Algorithms,,"Epipolar Geometry,Camera Model,Camera Calibration,Structure from Motion,Simple Stereo,",Coursera
Business Analytics Capstone,https://www.coursera.org/learn/wharton-capstone-analytics?specialization=business-analytics,Data Science,Data Analysis,,"Customer Analytics,Strategic Management,Data Analysis,Business Analytics,",Coursera
Framework for Data Collection and Analysis,https://www.coursera.org/learn/data-collection-framework?specialization=data-collection,Data Science,Data Analysis,,"Data Collection,Data Quality,Data Analysis,Data Generating Process,",Coursera
Foundations for Big Data Analysis with SQL,https://www.coursera.org/learn/foundations-big-data-analysis-sql?specialization=cloudera-big-data-analysis-sql,Data Science,Data Analysis,,"Database (DBMS),Data Warehousing,Data Analysis,Big Data,SQL,",Coursera
Grammar and Punctuation,https://www.coursera.org/learn/grammar-punctuation?specialization=academic-english,Language Learning,Learning English,,"English Grammar,Punctuation,Grammar,Writing,",Coursera
Introduction to Cyber Attacks,https://www.coursera.org/learn/intro-cyber-attacks?specialization=intro-cyber-security,Computer Science,Computer Security and Networks,,"Cybersecurity,Information Security (INFOSEC),Denial-Of-Service Attack (DOS),Risk Assessment,",Coursera
Business Metrics for Data-Driven Companies,https://www.coursera.org/learn/analytics-business-metrics?specialization=excel-mysql,Data Science,Data Analysis,,"Data Analysis,Business Analysis,Business Analytics,Business Process,",Coursera
Product Cost and Investment Cash Flow Analysis ,https://www.coursera.org/learn/product-cost-and-investment-cash-flow-analysis?specialization=finance-for-technical-managers,Business,Leadership and Management,,"time value of money,Cost Estimation Techniques,Product Cost Analysis,Application to Personal Finances,",Coursera
"Java Programming: Arrays, Lists, and Structured Data",https://www.coursera.org/learn/java-programming-arrays-lists-data?specialization=object-oriented-programming,Computer Science,Software Development,,"Data Structure,Cryptography,Hash Table,Java Programming,",Coursera
Channel Management and Retailing ,https://www.coursera.org/learn/channel-management?specialization=marketing-mix,Business,Marketing,,"Retail Management,Supply Chain,Retailing,Channel Management,",Coursera
Design Thinking: Insights to Inspiration ,https://www.coursera.org/learn/uva-darden-design-thinking-insights-to-inspiration?specialization=uva-darden-design-thinking,Business,Business Strategy,,"Strategic Thinking,Innovation,Innovation Management,Design Thinking,",Coursera
Accounting: Principles of Financial Accounting,https://www.coursera.org/learn/financial-accounting?specialization=foundations-management,Business,Finance,,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",Coursera
Databases and SQL for Data Science with Python,https://www.coursera.org/learn/sql-data-science?specialization=data-engineering-foundations,Data Science,Data Analysis,,"Cloud Databases,Python Programming,Jupyter notebooks,Relational Database Management System (RDBMS),SQL,",Coursera
Innovating with the Business Model Canvas,https://www.coursera.org/learn/uva-darden-innovation-business-model-canvas?specialization=entrepreneurship-growing-your-business,Business,Leadership and Management,,"Product/Market Fit,Business Model,Product Management,business focus,corporate innovation,",Coursera
Structuring Machine Learning Projects,https://www.coursera.org/learn/machine-learning-projects?specialization=deep-learning,Data Science,Data Analysis,,"Deep Learning,Inductive Transfer,Machine Learning,Multi-Task Learning,Decision-Making,",Coursera
"Engineering Project Management: Scope, Time and Cost Management",https://www.coursera.org/learn/scope-time-management-cost?specialization=engineering-project-management,Business,Leadership and Management,,"Schedule,Project Management,Earned Value Management (EVMT),Planning,",Coursera
"Diversity, Equity, and Inclusion Best Practices for Managers",https://www.coursera.org/learn/dei-best-practices-for-managers?specialization=dei-for-organizational-leaders,Business,Leadership and Management,,"Business Psychology,Workplace Inclusion,Business Communication,Leadership Development,Team Management,",Coursera
Microsoft Azure Machine Learning,https://www.coursera.org/learn/microsoft-azure-machine-learning?specialization=microsoft-azure-ai-900-ai-fundamentals,Data Science,Machine Learning,,"Artificial Intelligence (AI),Microsoft Azure,Machine Learning,",Coursera
International Entertainment and Sports Marketing,https://www.coursera.org/learn/international-entertainment-sports-marketing?specialization=international-marketing,Business,Marketing,,"Sports Marketing,Marketing By Medium,Marketing,Educational Entertainment,",Coursera
The Importance of Listening,https://www.coursera.org/learn/importance-of-listening?specialization=social-media-marketing,Business,Marketing,,"Social Marketing,Social Media Marketing,Social Media,Influencer Marketing,",Coursera
DevOps on AWS: Operate and Monitor,https://www.coursera.org/learn/devops-aws-operate-monitor?specialization=aws-devops,Computer Science,Software Development,,"CI/CD,aws,Devops,",Coursera
Introduction to Neurohacking In R,https://www.coursera.org/learn/neurohacking?specialization=computational-neuroscience,Data Science,Data Analysis,,"Image Processing,Brain,R Programming,Neurology,",Coursera
Managing Machine Learning Projects,https://www.coursera.org/learn/managing-machine-learning-projects?specialization=ai-product-management-duke,Data Science,Machine Learning,,"Modeling,Project Management,Machine Learning,",Coursera
The Outcomes and Interventions of Health Informatics,https://www.coursera.org/learn/the-outcomes-and-interventions-of-health-informatics?specialization=health-informatics,Health,Health Informatics,,"Knowledge Acquisition,Decision Tree,Decision-Making,Decision Support System,Health Informatics,",Coursera
Building No-Code Apps with AppSheet: Foundations,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-foundations?specialization=building-no-code-apps-with-appsheet,Information Technology,Cloud Computing,,"Navigate the AppSheet UI and editor to build an app,Learn the process to deploy and publish an app,Understand the capabilities of the AppSheet no-code app development platform,Work with app data sources using Google sheets,Create and customize the user experience of an app using AppSheet views and branding,",Coursera
Features and Boundaries,https://www.coursera.org/learn/features-and-boundaries?specialization=firstprinciplesofcomputervision,Computer Science,Algorithms,,"Scale Space,Active Contours,Image Transformations,Edge and Corner Detection,SIFT Detector,",Coursera
"Content, Advertising & Social IMC",https://www.coursera.org/learn/social-imc?specialization=social-media-marketing,Business,Marketing,,"Social Media Marketing,Social Media,Marketing Strategy,A/B Testing,",Coursera
"Everyday Excel, Part 2",https://www.coursera.org/learn/everyday-excel-part-2?specialization=everyday-excel,Computer Science,Design and Product,,"Data Management,Spreadsheet,Microsoft Excel,Problem Solving,Real World,",Coursera
Introduction to Data Science in Python,https://www.coursera.org/learn/python-data-analysis?specialization=data-science-python,Data Science,Data Analysis,,"Python Programming,Numpy,Pandas,Data Cleansing,",Coursera
Understanding Cancer Metastasis,https://www.coursera.org/learn/cancer-metastasis?specialization=cancer-biology,Health,Basic Science,,"Cancer,Molecular Biology,Cancer Biology,Cancer Stem Cells,",Coursera
Interfacing with the Raspberry Pi,https://www.coursera.org/learn/raspberry-pi-interface?specialization=iot,Physical Science and Engineering,Electrical Engineering,,"Python Programming,Application Programming Interfaces (API),Internet Of Things (IOT),Raspberry Pi,",Coursera
Strategic Self-Marketing and Personal Branding,https://www.coursera.org/learn/self-marketing?specialization=career-brand-management,Personal Development,Personal Development,,"Self-Assessment,Skills Management,strategy,Personal Branding,Competitiveness,",Coursera
"Python for Data Science, AI & Development",https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=data-engineering-foundations,Data Science,Data Analysis,,"Data Science,Python Programming,Data Analysis,Pandas,Numpy,",Coursera
Object Oriented Programming in Java,https://www.coursera.org/learn/object-oriented-java?specialization=java-object-oriented,Computer Science,Software Development,,"Logic Programming,Java Programming,Object-Oriented Programming (OOP),Sorting Algorithm,",Coursera
Accounting for Mergers and Acquisitions: Advanced Topics,https://www.coursera.org/learn/accounting-for-ma-2?specialization=mergersandacquisitions,Business,Business Strategy,,"Mergers And Acquisitions (M&A),Taxes,Financial Statement,Accounting,Corporate Accouting,",Coursera
Work Smarter with Microsoft Excel,https://www.coursera.org/learn/microsoft-excel-work-smarter?specialization=microsoft-365-fundamentals,Business,Business Essentials,,"Microsoft Excel,Chart,Worksheet,",Coursera
Linear Algebra for Machine Learning and Data Science,https://www.coursera.org/learn/machine-learning-linear-algebra?specialization=mathematics-for-machine-learning-and-data-science,Computer Science,Algorithms,,"Machine Learning,Linear Equation,Eigenvalues And Eigenvectors,Linear Algebra,Determinants,",Coursera
Building Your Career in Music: Developing A Brand and Funding Your Music,https://www.coursera.org/learn/navigate-music-industry-independent-artist?specialization=music-business,Arts and Humanities,Music and Art,,"Music business,Marketing,Crowdfunding,Social Media,Networking,",Coursera
Camera and Imaging,https://www.coursera.org/learn/cameraandimaging?specialization=firstprinciplesofcomputervision,Computer Science,Algorithms,,"Fourier Transform,High-Dynamic-Range (HDR) Imaging,Image Formation,Convolution and Deconvolution,Working Principles of a Camera,",Coursera
A Crash Course in Data Science,https://www.coursera.org/learn/data-science-course?specialization=executive-data-science,Data Science,Data Analysis,,"Data Science,Data Analysis,Machine Learning,Project,",Coursera
Digital Strategy and Business Opportunity,https://www.coursera.org/learn/digital-strategy-business-opportunity?specialization=digital-marketing-strategy-planning,Business,Marketing,,"Digital transformation,Digital Marketing,Content Marketing,Digital Strategy,Digital Research,",Coursera
Arranging for Songwriters,https://www.coursera.org/learn/arranging-for-songwriters?specialization=songwriting,Arts and Humanities,Music and Art,,"Music,arranging,Songwriting,Writing,",Coursera
Market Research and Consumer Behavior,https://www.coursera.org/learn/market-research?specialization=marketing-strategy,Business,Marketing,,"Market Research,Consumer Behaviour,Data Analysis,",Coursera
Entrepreneurship 2: Launching your Start-Up,https://www.coursera.org/learn/wharton-launching-startup?specialization=wharton-entrepreneurship,Business,Entrepreneurship,,"Brand Management,Choosing Advisors,Brand,Entrepreneurship,Strategic Management,",Coursera
Developing Data Products,https://www.coursera.org/learn/data-products?specialization=data-science-statistics-machine-learning,Data Science,Data Analysis,,"Interactivity,Plotly,Web Application,R Programming,",Coursera
Capstone (React App),https://www.coursera.org/learn/capstone-react-app?specialization=meta-react-native,Computer Science,Mobile and Web Development,,"UX and UI,React (Web Framework),Github,Figma,SQL,",Coursera
Collaborate Effectively for Professional Success,https://www.coursera.org/learn/collaborate-effectively?specialization=people-and-soft-skills-for-professional-success,Personal Development,Personal Development,,"teamwork,Listening Skills,Soft skills,Communication,Critical Thinking,",Coursera
Setting the Stage for Success: An Eye on Safety Culture and Teamwork (Patient Safety II),https://www.coursera.org/learn/patient-safety-culture?specialization=patient-safety,Health,Healthcare Management,,"Communication,Healthcare Leadership,Organizational Culture,Patient Safety,",Coursera
Organizational Behavior: How to Manage People,https://www.coursera.org/learn/managing-people-iese?specialization=foundations-management,Business,Leadership and Management,,"Management Styles,Leadership,Management,Organizational Culture,",Coursera
Introduction to Object-Oriented Programming with Java,https://www.coursera.org/learn/object-oriented-programming-with-java?specialization=core-java,Computer Science,Software Development,,"Crt0,Recursively Enumerable Set,Computer Programming,Java Programming,",Coursera
Advanced Content and Social Tactics to Optimize SEO,https://www.coursera.org/learn/seo-tactics?specialization=seo,Business,Marketing,,"Social Media Marketing,Social Media,Content Marketing,Mathematical Optimization,",Coursera
CUDA at Scale for the Enterprise,https://www.coursera.org/learn/cuda-at-scale-for-the-enterprise?specialization=gpu-programming,Computer Science,Software Development,,"Cuda,Algorithms,C/C++,GPU,Nvidia,",Coursera
Predictive Modeling and Analytics ,https://www.coursera.org/learn/predictive-modeling-analytics?specialization=data-analytics-business,Data Science,Data Analysis,,"Regression Analysis,Data Cleansing,Predictive Modelling,Exploratory Data Analysis,",Coursera
Robotics: Mobility,https://www.coursera.org/learn/robotics-mobility?specialization=robotics,Physical Science and Engineering,Mechanical Engineering,,"Serial Line Internet Protocol (SLIP),Robotics,Robot,Matlab,",Coursera
Information Gathering and Vetting,https://www.coursera.org/learn/informationgatheringandvetting?specialization=strategicthinkingforeveryone,Personal Development,Personal Development,,"Getting the most of data you collect,Collecting data with a hypothesis,Sharing new insights from data,",Coursera
Women in Leadership: Inspiring Positive Change,https://www.coursera.org/learn/women-in-leadership?specialization=inspired-leadership,Business,Leadership and Management,,"Assertiveness,Communication,Negotiation,Leadership,",Coursera
Creating Dashboards and Storytelling with Tableau,https://www.coursera.org/learn/dataviz-dashboards?specialization=data-visualization,Data Science,Data Analysis,,"Storyboarding,Tableau Software,Data Virtualization,Data Visualization (DataViz),",Coursera
Customer Value in Pricing Strategy,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-customer-value?specialization=uva-darden-bcg-pricing-strategy,Business,Marketing,,"Customer Willingness to Pay,Pricing Strategies,Customer Value-based Pricing,Measuring Customer Preferences,Customer Psychology,",Coursera
Management Skills for International Business,https://www.coursera.org/learn/management-skills-international-business?specialization=mba,Business,Leadership and Management,,"Management Styles,Change Management,Communication,Leadership,",Coursera
Quality Improvement in Healthcare Organizations,https://www.coursera.org/learn/quality-improvement-in-healthcare-organizations?specialization=healthcare-organization-operations,Health,Healthcare Management,,"Pharmacy Healthcare Organization Operations,Public Health and Wellness Healthcare Organization Operations,Medical Healthcare Organization Operations,Healthcare Administration,Dental Healthcare Organization Operations,",Coursera
Game Design and Development 4: 3D Platformer,https://www.coursera.org/learn/game-design-and-development-4?specialization=game-design-and-development,Computer Science,Software Development,,"Video Game Development,Unity,Game Design,technology,Game Making,",Coursera
Introduction to Agile Development and Scrum,https://www.coursera.org/learn/agile-development-and-scrum?specialization=devops-cloud-and-agile-foundations,Computer Science,Software Development,,"Agile Software Development,Scrum Methodology,Zenhub,Kanban,Sprint Planning,",Coursera
DevOps on AWS: Release and Deploy,https://www.coursera.org/learn/devops-aws-release-deploy?specialization=aws-devops,Computer Science,Software Development,,"aws,Continuous Integration,Continuous Delivery,Devops,",Coursera
Elastic Google Cloud Infrastructure: Scaling and Automation,https://www.coursera.org/learn/gcp-infrastructure-scaling-automation?specialization=gcp-architecture,Information Technology,Cloud Computing,,"Load Balancing,Virtual Private Network (VPN),Google Cloud Platform,Autoscaling,",Coursera
Mathematics for Machine Learning: Multivariate Calculus,https://www.coursera.org/learn/multivariate-calculus-machine-learning?specialization=mathematics-machine-learning,Math and Logic,Math and Logic,,"Linear Regression,Vector Calculus,Multivariable Calculus,Gradient Descent,",Coursera
Accounting: Principles of Financial Accounting,https://www.coursera.org/learn/financial-accounting?specialization=thinklikeacfo,Business,Finance,,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",Coursera
Immunology: Adaptive Immune System,https://www.coursera.org/learn/immunology-adaptive-immune-system?specialization=immunology-the-immune-system-and-its-failures,Health,Basic Science,,"Immunology,Tumour immunity,Autoimmunity,Infectious Diseases,",Coursera
Black-box and White-box Testing,https://www.coursera.org/learn/black-box-white-box-testing?specialization=software-testing-automation,Computer Science,Software Development,,"Executing Tests,Software Testing,Writing Tests,Cucumber,Junit,",Coursera
Mathematics for Machine Learning: PCA,https://www.coursera.org/learn/pca-machine-learning?specialization=mathematics-machine-learning,Data Science,Machine Learning,,"Dimensionality Reduction,Python Programming,Linear Algebra,",Coursera
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations?specialization=machine-learning,Data Science,Machine Learning,,"Python Programming,Machine Learning Concepts,Machine Learning,Deep Learning,",Coursera
Probability & Statistics for Machine Learning & Data Science,https://www.coursera.org/learn/machine-learning-probability-and-statistics?specialization=mathematics-for-machine-learning-and-data-science,Computer Science,Algorithms,,"Statistical Analysis,Probability And Statistics,Probability,Statistical Hypothesis Testing,Machine Learning (ML) Algorithms,",Coursera
Neural Networks and Deep Learning,https://www.coursera.org/learn/neural-networks-deep-learning?specialization=deep-learning,Data Science,Machine Learning,,"Deep Learning,Artificial Neural Network,Backpropagation,Python Programming,Neural Network Architecture,",Coursera
Getting Started with Data Warehousing and BI Analytics,https://www.coursera.org/learn/getting-started-with-data-warehousing-and-bi-analytics?specialization=bi-foundations-sql-etl-data-warehouse,Information Technology,Data Management,,"Data Warehousing,Cube and Rollup,Business Intelligence (BI),Star and Snowflake Schema,cognos analytics,",Coursera
Linux Embedded System Topics and Projects,https://www.coursera.org/learn/linux-embedded-systems-topics-projects?specialization=advanced-embedded-linux-development,Computer Science,Software Development,,"Agile Software Development,Linux,Embedded Systems,",Coursera
"Python for Data Science, AI & Development",https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=software-engineering-fundamentals,Data Science,Data Analysis,,"Data Science,Python Programming,Data Analysis,Pandas,Numpy,",Coursera
Cloud Computing Law: Transactions,https://www.coursera.org/learn/cloud-computing-law-transactions?specialization=cloud-computing-law,Social Sciences,Law,,"Intellectual Property,Cybersecurity,Contract Negotiations,Contract Law,Cloud Computing,",Coursera
"Graph Search, Shortest Paths, and Data Structures",https://www.coursera.org/learn/algorithms-graphs-data-structures?specialization=algorithms,Computer Science,Algorithms,,"Graphs,Data Structure,Algorithms,Hash Table,",Coursera
Databases and SQL for Data Science with Python,https://www.coursera.org/learn/sql-data-science?specialization=bi-foundations-sql-etl-data-warehouse,Data Science,Data Analysis,,"Cloud Databases,Python Programming,Jupyter notebooks,Relational Database Management System (RDBMS),SQL,",Coursera
Designing for Sustainment: Keeping Improvement Work on Track (Patient Safety IV),https://www.coursera.org/learn/patient-safety-sustainment?specialization=patient-safety,Health,Patient Care,,"Change Management,Project Planning,Staff Engagement,",Coursera
English for Effective  Business Writing,https://www.coursera.org/learn/english-for-business-writing?specialization=business-english-speakers,Language Learning,Learning English,,"Business Communication,English Language,Business Writing,Writing,",Coursera
Digital Marketing Analytics in Theory,https://www.coursera.org/learn/marketing-analytics?specialization=digital-marketing,Data Science,Data Analysis,,"Digital Marketing,Data Collection,Analytics,Data Analysis,Data Visualization (DataViz),",Coursera
Introduction to UI Design,https://www.coursera.org/learn/ui-design?specialization=user-interface-design,Computer Science,Design and Product,,"Usability,User Interface Design (UI Design),Design Theory,User Interface,",Coursera
Human-Centered Design for Inclusive Innovation,https://www.coursera.org/learn/gender-analytics-human-centered-design?specialization=gender-analytics,Business,Business Essentials,,"Creativity,Prototyping,Design Thinking,Innovation,Inclusive Innovation,",Coursera
Physics 102 - AC Circuits and Maxwell's Equations,https://www.coursera.org/learn/physics-102-ac-circuits-maxwell-equations?specialization=introduction-to-electricity-magnetism,Physical Science and Engineering,Physics and Astronomy,,"Electronic Circuits,Physics,Force Fields,Problem Solving,Electrical Engineering,",Coursera
Supply Chain Sourcing,https://www.coursera.org/learn/sourcing?specialization=supply-chain-management,Business,Business Strategy,,"Sourcing Best Practices,Strategic Sourcing,Supply Chain Sourcing,Supply Chain,",Coursera
The Power of Team Culture,https://www.coursera.org/learn/team-culture?specialization=team-building,Business,Leadership and Management,,"Team Building,Cultural Learning,Leadership,Organizational Culture,",Coursera
Introduction to the Internet of Things and Embedded Systems,https://www.coursera.org/learn/iot?specialization=iot,Computer Science,Software Development,,"Internet Of Things (IOT),Microcontroller,Embedded System Design,Wireshark,",Coursera
Inspiring Leadership through Emotional Intelligence,https://www.coursera.org/learn/emotional-intelligence-leadership?specialization=inspired-leadership,Business,Leadership and Management,,"Mindfulness,Leadership,Emotional Intelligence,Coaching,",Coursera
Saving Money for the Future,https://www.coursera.org/learn/saving-money-future?specialization=personal-finance-fundamentals,Personal Development,Personal Development,,"saving money,setting financial goals,paying for college,planning for retirement,retirement savings,",Coursera
Advanced Learning Algorithms,https://www.coursera.org/learn/advanced-learning-algorithms?specialization=machine-learning-introduction,Data Science,Machine Learning,,"Artificial Neural Network,Xgboost,Tensorflow,Tree Ensembles,Advice for Model Development,",Coursera
Introduction to GIS Mapping,https://www.coursera.org/learn/introduction-gis-mapping?specialization=gis-mapping-spatial-analysis,Physical Science and Engineering,Environmental Science and Sustainability,,"Geographic Information System (GIS),Cartography,Esri,Mapping,Spatial Analysis,",Coursera
Data Visualization and Communication with Tableau,https://www.coursera.org/learn/analytics-tableau?specialization=excel-mysql,Data Science,Data Analysis,,"Data Analysis,Tableau Software,Data Visualization (DataViz),Visualization (Computer Graphics),",Coursera
Introduction to Structured Query Language (SQL),https://www.coursera.org/learn/intro-sql?specialization=web-applications,Computer Science,Mobile and Web Development,,"Phpmyadmin,MySQL,Relational Database,SQL,",Coursera
Machine Learning Modeling Pipelines in Production,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production?specialization=machine-learning-engineering-for-production-mlops,Data Science,Machine Learning,,"Explainable AI,Fairness Indicators,automl,Model Performance Analysis,Precomputing Predictions,",Coursera
SQL for Data Science with R,https://www.coursera.org/learn/sql-data-science-r?specialization=applied-data-science-r,Data Science,Data Analysis,,"Data Science,Select (Sql),Relational Databases (RDBMS),R Programming,Data Analysis,",Coursera
Java Programming: Solving Problems with Software,https://www.coursera.org/learn/java-programming?specialization=java-programming,Computer Science,Software Development,,"Algorithms,Problem Solving,String (Computer Science),Java Programming,",Coursera
Natural Language Processing with Sequence Models,https://www.coursera.org/learn/sequence-models-in-nlp?specialization=natural-language-processing,Data Science,Machine Learning,,"Word Embedding,Sentiment with Neural Nets,Siamese Networks,Natural Language Generation,Named-Entity Recognition,",Coursera
IoT Devices,https://www.coursera.org/learn/iot-devices-il?specialization=uiuc-iot,Computer Science,Mobile and Web Development,,"Internet,Internet Of Things (IOT),Wireless,Front And Back Ends,",Coursera
Digital Product Management: Modern Fundamentals,https://www.coursera.org/learn/uva-darden-digital-product-management?specialization=uva-darden-digital-product-management,Business,Leadership and Management,,"Product/Market Fit,Product Management,Design Thinking,Innovation Pipeline,Lean Startup,",Coursera
Pro Tools Basics,https://www.coursera.org/learn/protools?specialization=business-music-production,Arts and Humanities,Music and Art,,"Music,Music production,MIDI,Pro Tools,Music recording,",Coursera
GIS Data Acquisition and Map Design,https://www.coursera.org/learn/gis-data-acquisition-map-design?specialization=gis-mapping-spatial-analysis,Physical Science and Engineering,Environmental Science and Sustainability,,"Geographic Information System (GIS),Cartography,Esri,Mapping,Spatial Analysis,",Coursera
Challenges of Leading Technical Teams,https://www.coursera.org/learn/challenges-of-leading-technical-teams?specialization=principles-of-leadership-leading-technical-teams,Personal Development,Personal Development,,"Engaging teams,Applying vision,Communication,Asking Questions,Recruiting,",Coursera
Smart Contracts,https://www.coursera.org/learn/smarter-contracts?specialization=blockchain,Computer Science,Software Development,,"Cryptocurrency,Blockchain,Solidity,Smart Contract,Remix IDE,",Coursera
Writing and Editing: Structure and Organization,https://www.coursera.org/learn/writing-editing-structure?specialization=good-with-words,Personal Development,Personal Development,,"Persuasion,Creativity,Writing,Time management,Editing,",Coursera
Linux Basics: The Command Line Interface - 6,https://www.coursera.org/learn/linux-basics-the-command-line-interface?specialization=c-programming-linux,Computer Science,Software Development,,"Computer Programming,Linux,Command-Line Interface,",Coursera
